AW_CODE,Grants,Value,DURATION
"803,182",Varies,see 'Additional Information',Over two years
"803,183",Varies,Cost of Tuition Fees,over two years
"803,184",Varies,Tuition Fees,over two years
"803,185",Varies,see 'Addtional Information',part time over two years
"803,186",Varies,Tuition Fees,part-time over two years
"803,188",Varies,"From $200 - $1,000",One Year
"803,189",Varies,Determined by AFS,One Year
"803,192",,,One Year
"803,194",,"The scholarship can include return airfares to NZ, up to 100% of tuition fees and living allowance and English","PhD Programmes  	Up to four (4) years
Masters Programmes 	Two (2) years"
"803,195",,,"PhD Programmes  	Up to four (4) years"
"803,197",Up to 8,$250 each,One Year
"803,198",,,One Year
"803,199",,,One Year
"803,200",A small number of awards.,"Up to NZ$5,000",Towards 12 to 90 day visit to the US.
"803,201",,,One Year
"803,202",Several,"$1,000",One Year
"803,203",,,One Year
"803,204",,,One Year
"803,205",At the discretion of the Trustees,$400-$750,"One Year.

AWARD CONDITIONS:
$750 award for students whose fees are greater than $1000

$400 award for students whose fees are less than $1000"
"803,207",,,One Year
"803,209",Varies,"Rep NZ Oseas Maximum $1,000 Rep-Nelson Oseas Maximum $500",One Year
"803,211",,,One Year
"803,212",One,"$5,000.00",One Year
"803,213",Varies,"Maximum grant available is $5,000",There is no maximum time-frame for study completion. Grants are prospective and must be for the current year's study.
"803,214",One,"$3,000",One Year
"803,219",Varies,50% subsidy,One Year
"803,220",One per Youthtown camp,Course fees,Refer to Funder
"803,221",Varies,Up to $3000 off programme fees.,One year
"803,222",Two,"$15,000",One Year
"803,223",Varies,Annual Course Fee,The scholarship is available for the academic year January - December
"803,225",One,The scholarship is offered to a maximum value of $3000 and will normally be awarded annually as funds permit,One Year
"803,226",40,see 'Additional Information',"A period of two years for a Master by Research and three years, with a possible extension of up to six months, for a Doctoral degree."
"803,231",,"The Bootten Bequest Bursaries will have a value, as funds permit, up to $2000 each per annum.",One Year
"803,232",Up to three,"$5,000 per annum",Up to 3 years
"803,233",Varies,Determined by the Trustees,One Year
"803,238",Varies,"Up to $10,000 see additional information",One Year
"803,239",Varies,"$10,000 see additional information","Full Time (One Year)
Part Time (Two years)"
"803,240",Up to five awards are available,at a maximum value of NZ$3000.,The period of tenure shall be a maximum of one year.
"803,241",One,"$3,000","One Year
The winner in any year may reapply in a subsequent year."
"803,243",The number of scholarships to be awarded in any year shall be determined by the Vice-Chancellor.,tuition fees,Each scholarship shall be tenable for the minimum number of subjects required to complete the recipient's course of study and shall comprise:
"803,244","Three - one each for students wanting to become a Chartered Accountant, Association Chartered Accountant or Acc","Each scholarship is worth $5,000",over two years
"803,247",Varies,"Funds of up to $5,000 are available",One Year
"803,248",Varies,Determined by the Trustees,One Year
"803,250","Each Scholarship is awarded once annually, However, variable depending onapplications and funds available",Currently $500 - $1200 but subject to increases and change contingent on funding,One Year
"803,253",,,"The award will be for one year only, but recipients may re-apply in subsequent years. Applicants may also apply for other grants."
"803,254",,,One Year
"803,255",,,One Year
"803,258",Up to Seven,$900 each,One Year
"803,260",varies,"$1,000",One Year
"803,262",Varies,"An annual stipend of $25,000 per year, plus tuition fees.",Tenable for a period of up to three years.
"803,263",,,"Full-time fees for three years 
An extension to the scholarship will be considered on application."
"803,264",,,Three Years
"803,265",,,Up to Four years
"803,268",Varies,see 'Additional Information',"Asia:NZ will help fund visits up to three weeks' duration, focusing on one country or neighbouring areas of interest."
"803,269",Varies,Varies,Refer to Funder
"803,270",One,"$3,000",One Year
"803,272",,,"The bursaries shall be tenable for one year, but the holder may re-apply in subsequent years."
"803,276",Varies,"Up to $3,000",One Year
"803,277",Up to Three,"$4,000 each","For each year of study they complete up to a maximum of four years. In addition, a mentor and summer work opportunity for 12 weeks is provided as part of the scholarship."
"803,280",Varies,"Up to NZ$10,000",One Year
"803,282",,,One Year
"803,284",One,"$4,000",One Year
"803,288",,,Maximum of three years
"803,290",,,The tenure of this scholarship is for one year of full-time study or part-time equivalent.
"803,291",The number of new scholarships to beawarded is determined annually.,The scholarship covers the full tuition and learners services levy fee.,The scholarship is tenable for a period not exceeding four years of part-time study.
"803,293",,,One semester
"803,295",Determined by the Trustees,"up to NZ$21,000",One Year
"803,296",,,Up to Three years
"803,297",Up to Two,"Up to $5,000 each",One Year
"803,299",,,Internships will be available for the period from mid-December 2013 through to the end of February 2014.
"803,302",,,One Year
"803,303",Varies,"Maximum amount $2,000",One Year
"803,306",,,One Year
"803,308",Each country has a specific number of awards for Undergraduate and Postgraduate students,see 'Addtitional Information',Up to four years
"803,309",Varies,Refer to Funder,Up to four years
"803,311",Several,Determined by the Awardees,3 Days
"803,312",,,One Year
"803,313",,,One Year
"803,314",Varies,"to a maximum of $2,000",One Year
"803,315",One,"annual stipend of $4,500, paid in two equal installments.",One Year
"803,316",Up to Three,The value of the scholarship is fulltuition and learner services levy fees.,One Year
"803,318",Varies,"$6,000 contribution towards fees",One Year
"803,320",Up to seven,"$3,000",One Year
"803,322",Various,Dependent on relevant course and to be confirmed with the Programme Manager,One Year
"803,323",Varies,see 'addtional information',The funding period for study is usually over two years. (i.e. at a rate of one paper per semester).
"803,325",One,see 'Additional Information',One Year
"803,326",Two,"$2,500 each",One Year
"803,328",Ten,"$1,000 each",One Year
"803,330",Four,"Full fees, (and an award of $5,000 incl GST towards their research costs).",One Year
"803,331",Enrolment Fees,Full fees,One Year
"803,335",Four,The Scholarship will cover the full value of the successful applicant's fees.,One Year
"803,336",Eight,$5000 inc GST towards a research project.,10 Weeks
"803,339",Up to 10,"$10,000",One Year
"803,340",,,One Year
"803,341",One,Determined by Trustees,One Year
"803,342",One,To be determined,One Year
"803,343",One,"Up to NZD$3,200",One Year
"803,345",,,One Year
"803,347",,,One Year
"803,348",Two,"$2,200 each",Eight Day 'Discovery' Course at Anakiwa
"803,349",Five,"$2,000 each",One Year
"803,350",One,"$2,000",One Year
"803,351",,,One Year
"803,352",,,1 year
"803,353",Nine,"$5,000",One year
"803,354",Four,"$5,000",One Year
"803,355",One,"$5,000",One Year
"803,356",One,"$5,000",One Year
"803,357",One,"$5,000",One Year
"803,358",,,One Year
"803,359",One,"$5,000",One Year
"803,361",No set limit,"Up to $150.00 at national level, Up to $500 at International level",One Year
"803,365",,,Not Applicable
"803,366",,,One Year
"803,367",Eight,$250.00 each,One Year
"803,368",Two,"Minimum of $1,000 each",One Year
"803,371",,,One Year
"803,372",,,One Year only
"803,373",,Tuition and student services fees for full-time or part-time study-up to 120pts,One year only
"803,379",,,One Year
"803,380",,,One Year
"803,381",,The value of the scholarship is fulltuition and learner services levy fees.,"•	The tenure of this scholarship is for one year.
•	A current recipient may apply for one subsequent year to support full-time study.  The recipient must apply for the scholarship by completing application requirements again and submitting this application for renewal by the closing date."
"803,383",Three,"$2,000",One Year
"803,384",,,Not applicable
"803,385",,,One Year
"803,386",Determined by the Selection Panel,"Up to $5,000",One Year
"803,392",Varies,"Contestable Research fund of $20,000",One Year
"803,396",Three,"AUD$25,000 each",One Year
"803,398",Varies from year to year,"$5,000 per annum","Up to four years, subject to recipient meeting their obligation to perform at an acceptable level in both University studies and at the AURFC."
"803,401",Varies,"$1,500.00",One Year
"803,402",Varies,$500.00,One Year
"803,403",Varies,"NZD$1,500.00",One Year
"803,404",Varies,"NZD$1,500.00",One Year
"803,405",Varies,"NZD$1,500.00",One Year
"803,406",Varies,"NZD$1,500.00",One Year
"803,407",Varies,"NZD$1,500.00",One Year
"803,408",Varies,"NZD$4,000.00",One year
"803,409",Varies,"NZD$4,000.00",One Year
"803,411",One,"There is a base salary of $40,000 + 25% of gross commission from a sale",One Year
"803,413",Up to four,Covers 50 percent of tuition fees,Two years
"803,414",One,50 percent of tuition fees,Two years
"803,415",Up to five,50 percent of tuition fees,Five Years
"803,416",One,50 percent tuition fees,Up to Five years (reviewed annually)
"803,417",One,"NZD$5,000.00",One Year
"803,418",,,"•	The scholarship is tenable for one year.  Dependent on satisfactory performance scholars may have the scholarship renewed in subsequent years.  
•	Current scholars must present a study plan before 1 November to have scholarship renewal considered by the panel for the following academic year."
"803,420",,,One Year
"803,431",,,Up to three years
"803,432",,,This scholarship is awarded for up to three years but subject to satisfactory progress reports.
"803,434",,,"One year, renewable for up to a maximum of three years."
"803,444",Up to 15,refer to 'Additional Information',The semester is in either of two cycles: beginning of year (generally February-March) or mid year (generally July-August). The actual timing of the exchange will depend on the host country destination and the nature of its school year.
"803,445",Two,see 'Additional Information',One Year
"803,447",Four,"Up to $3,000.00",One Year
"803,448",Varies,"$10,000.00 per annum",Up to two years
"803,449",,,"Unless the trustees otherwise agree, the Fellowship will be taken up in the year(s) for which it is granted."
"803,451",Determined by the Trustees,Tuition fees unless otherwise specified.,One Year
"803,452",One,"$7,500.00",One year or semester programme.
"803,453",One,"$5,000",One year or semester programme
"803,454",One,"$9,500.00",One Year
"803,455",One,"$5,000.00","over two years, plus a summer internship with NKMoA accounting firm partner."
"803,457",Varies,Varies,Not applicable
"803,458",Varies,refer to 'additional information',This diploma is delivered part-time over two years by distance study combined with some block course sessions at the university campus. There are two one-week block courses each year (one in February/March and one in August/September). The diploma is made up of four papers.
"803,461",,,Up to 4 years
"803,462",,,One Year
"803,463",One,Refer to Funder,1 year
"803,467",One,see 'Additional information',12 months maximum (non renewable)
"803,468",One,see 'Additional information',3 years maximum
"803,469",,see 'Additional Information',12 months (renewable maximum 6 months)
"803,470",Varies,at the discretion of the Trustees,Duration of Outward Bound Course.
"803,472",varies,varies,One year
"803,473",varies,Up to $3000 off programme fees.,One year
"803,475",Varies,First year fees free (course material fee still applies),One Year
"803,476",Varies,First year fees free (course material fee still applies),One Year
"803,477",Varies,First year fees free (course material fee still applies),One Year
"803,478",varies,$1000,One Year
"803,479",varies,$1000,One Year
"803,480",,,"Masterate for degree
Doctorate for up to 3 years."
"803,485",,,Towards a 12 to 90 day visit to the US.
"803,486",,,The first year of study in the degree programme only.
"803,487",,,One year
"803,488",,,One Year only
"803,489",Varies,"up to $1,000.00",One Year
"803,490",Two per semester,"$5,000 each to be used to support the travel and accomm costs associated with their international exchange.",One semester or may be allocated across two semesters upon approval from the Business School Associate Dean International Dean.
"803,491",,,"Up to three years of full-time study in the Doctor of Philosophy programme, renewed annually.

Annual renewal of the scholarship will be dependent on the recipient maintaining satisfactory progress with his or her doctoral study. 
In exceptional circumstances, a recipient may apply to the Scholarships Office for a deferment of his or her scholarship."
"803,493",,,Fees for one calendar year up to a maximum of 120pts as awarded by the panel at the time of application.
"803,494",,Tuition fees and learner services levy for the Master of Science two yearprogramme.,"The tenure of this scholarship is for two years, subject to the candidate maintaining a B average in the first year of the Master's programme."
"803,496",,,"One AUT academic calendar semester full-time, non-renewable to allow a one semester international student exchange to take place at the German Sport University (Cologne)."
"803,505",,,One Year
"803,506",,,On Year
"803,507",,,Two years
"803,510",,,One Year
"803,512",One new recipient per year with maximum of three students funded at any one time,,"Annual, with the potential for renewal based on the Renewal Criteria."
"803,513",,,"This Scholarship is awarded for a maximum of up to three years subject to the student annually meeting the conditions of renewal, passing all papers and maintaining a B average."
"803,514",Varies,"$5,200.00",One Year
"803,517",,"Total award $5,000 (NZD) comprising of one payment per annum for one year(only)",One Year
"803,520",5 - 6 per year fully funded,Life-changing opportunity,"A sound understanding and enthusiasm for the mission and core values of Leprosy Mission New Zealand
Commitment to raising awareness and funding for Leprosy Mission Nepal projects in the 12 month period following the Nepal field visit. This will be your primary mission focus for that year."
"803,521",Up to Three,see 'Additional Information',"The Scholarship will be for up to three years of study, dependent on a B+ grade average or equivalent being maintained (per semester)."
"803,522",Varies,"Support  for up to three years of undergraduate study to an approximate value of $30,000","The Scholarship will be for up to three years of study, dependent on a B+ grade average or equivalent being maintained (per semester)."
"803,523",One,see 'Additional Information',1 year
"803,524",One,"$1,500.00",Not Applicable
"803,526",Two,"$2,500.00",1 year
"803,527",One,"RM3,000",1 year
"803,534",,,N/A
"803,535",,,Not Applicable
"803,536",Up to six,"Up to US$11,700",Towards two to six week programmes of activities.
"803,537",,,Minimum of Ten days
"803,538",,,One year of study or research in New Zealand.
"803,539",,,towards three to five months of lecturing and/or research.
"803,541",,,Towards seven months of research.
"803,542",Approximately 45,"up to US$26,100 plus travel and allowances","Towards one semester or full academic year of teaching, curriculum development and campus activities."
"803,544",One,"NZ$8,000",One Year
"803,545",Varies,Value may cover all or part of a student's fees.,One Year
"803,546",One,Covers full tuition fee.,One Year
"803,547",One,Covers full tuition fee,One Year
"803,548",Varies,Covers tuition fees and may be givento cover all or part of a student's fees,One Year
"803,550",Two,see 'Additional Information',One year
"803,551",Two joint PhD ESR/university scholarship and  One MSc scholarship,"$27,000 in total for a PhD / MSc, funding is $17,000",One Year
"803,553",One,Refer to 'Additional Information',Up to two years
"803,554",One or Two,"$5,000",One Year
"803,555",One or Two,refer 'Additional Information',One Year
"803,556",Two,"$7,500 each",One year
"803,557",Up to Six,"up to NZ$3,000 per academic year (being two semesters or $1,500 for a semester).",Up to two semesters.
"803,558",,,One year
"803,559",,,One Year
"803,561",Varies,Varies,Short Term
"803,562",Up to 10,"$10,000",One Year
"803,563",15,"$2,000",One Year
"803,565",,,One Year
"803,566",,,One Year
"803,567",,,One Year
"803,568",,,10 months
"803,570",Varies,$500.00,Semester
"803,571",One,"Up to $10,000",One Year
"803,577",1 or more,"Up to $10,000",Up to one year.
"803,578",One,"$1,500",One Year
"803,581",Refer to Funder,"up to  $25,000",One Year
"803,582",One,see 'Additional Information',Two years.
"803,583",One,Determined each year,One Year
"803,584",One,"$2,000",One Year
"803,585",One,$500,One Year
"803,587",Varies,Refer to Funder,One Year
"803,588",,,Varies
"803,589",For any New Zealand student,$300 each,February and April 2015 semester 1 intake
"803,590",Three,Total $4000  - First Prize $2000 Second Prize $1000 Third prize $500 Finalists $50 Book Voucher,One Year
"803,593",One,Determined annually by Board of Trustees,One Year
"803,594",,,One Year
"803,595",,"Arts Excellence Award (up to $5,000)and High Achiever Award (up to $1,000)",One Year
"803,596",,"DMMF Arts Excellence Award (Up to $5,000) & Cecily Maccoll High Achiever Award (Up to $1,000)",One year
"803,597",One,Determined by trustees,One Year
"803,602",One,"up to a maximum of $10,000",It is expected that the course of study be undertaken as full time study and be completed within the host institution's expected time frame.
"803,603",One,"up to a maximum of $10,000",It is expected that the course of study be undertaken as full time study and be completed within the host institution's expected time frame.
"803,604",One,"$4,000","One year, with the potential of future full-time employment."
"803,605",varies,"Up to $10,000",Generally awarded for 12 month periods but athlete requirements apply in respect of six month periods. The six month periods are 1 January - 30 June and 1 July - 31 December.
"803,606",Varies,Refer to Funder,Up to three years
"803,608",,,up to three years
"803,609",Subject to funding available,"$3,500 each",One year
"803,610",One,Determined each year,One year
"803,611",One or more,"$1,000",One Year
"803,612",One or more,"$1,000",One Year
"803,613",Varies,"(A) NZ$7,000 (B) NZ$5,000 (C) NZ$3,000",One Year
"803,615",,,Please contact the Kate Edger Educational Charitable Trust to find out about tenure details.
"803,616",Varies,"$1,200  subject to satisfactory completion of the mentoring programme.",One Year
"803,617","30, 1 per partner school.",Tuition Fees,One Year
"803,618",,,Paid in the first year of tertiary study
"803,621",,,One Year
"803,622",,,One Year
"803,623",One,"$5,000 per annum",Three years
"803,624",Up to 100,Refer to the Application form.,Each scholarship is for the cost of tuition fees for the first year of study of your chosen degree.
"803,625",Varies,"$5,000",One Year
"803,627",One,"AUD$50,000.00",Up to three years
"803,629",Two,"CHF 30,000",Refer to Funder
"803,630",Varies per region,"Support for tuition, living costs and return airfares.",Up to three years
"803,631",Varies,"Fees, return economy air fares, an establishment grant, and a basic living allowance.",Up to one year
"803,632",Varies,refer 'Additional Information',Refer to Funder
"803,633",Varies,"To a maximum of AUD$10,000 to each student",One Year
"803,635",One,"$5,000",One Year
"803,640",Varies,"$5,000",One Year
"803,641",Varies,"$2,000",One Year
"803,642",Varies,"$5,750","Four years
First year $2,000, second, third and fourth years are $1,250 each year."
"803,644",,,One year
"803,645",,,One Year
"803,646",,,One Year
"803,648",Varies,refer to 'Additional Information',Programmes supported by the scholarship must be at least six weeks duration and can be up to two years.
"803,649",Two,"$10,000 per annum for each scholarship awarded.",The tenure of the scholarship will not exceed three years.
"803,650",Varies,15% discount,1 year
"803,651",One or more,"up to $1,000",1 year
"803,653",Up to four,"Total value of each award offered shall be to a maximum of $3,750.",1 year
"803,655",One,"up to $15,000",One Year
"803,656",Varies,"Up to $5,000",1 year
"803,657",Varies,Dependent on funds available,1 year
"803,658",Two,"up to $5,000",1 year
"803,659",One,The value is the Scholarship is equivalent to half of the total programmefees.,1 year
"803,660",Dependent on the availability of funding,"up to $5,000",1 year
"803,664",Two,"$1,000",1 Year
"803,665",One,Determined by the Vice-Chancellor,1 year
"803,667",,,1 year
"803,668",,,four months
"803,669",,,Three to Five months
"803,670",One,Determined the Vice-Chancellor,1 year
"803,671",varies,"3,800.00",1 year
"803,673",Three,"$2,500",1 year
"803,674",,,1 year
"803,677",1 Pasifika 1 Māori,"$5,000 per annum",1 Year
"803,678",One,Determined by the Scientific Advisory Group i conjuctions with the Hosts Institution,Up to 3 years
"803,679",One,"$1,000",1 year
"803,680",One,Value is determined by the Board,1 Year
"803,684",Varies,see' Additional Information',1 year
"803,686",Varies,refer to 'Additional Information',"Up to 4 years for Honours
1 to 2 years for a First Degree with Honours
1 year to 2 years for a Master's Degree
3 years for a Doctoral Degree at UBD, UNISSA and ITB 
3 years for Diploma of Health Sciences at UBD, all on a full-time basis."
"803,687",One,"Estimated value NZD$20,000",Two years
"803,688",,,Up to three years
"803,689",,,"Up to 3 years, as long as they remain enrolled and in pursuit of their qualification."
"803,690",,,
"803,691",,,Refer to Funder.
"803,692",Ten,"Each Scholarship will be $10,000 perannum ... refer additional information",Up to four years.
"803,693",Varies,refer to 'Additional Information',Programme takes place in July
"803,696",Maximum of 3 awards allocated per annum,"$2,000 per annum",Up to 3 years.
"803,697",,,Not Applicable
"803,698",,,1 Year
"803,699",Up to 5,"$2,500 in year 1; $500 in years 2, 3and possibly 4.",Up to four years
"803,700",,,Two consecutive years
"803,701",,,Two or three consecutive years depending on the usual length of the programme of study.
"803,702",,,One Year
"803,703",,,Not Applicable
"803,704",,,One year
"803,705",,,One Year
"803,706",,,
"803,707",,,One Year
"803,708",One,"$2,500pa for maximum of 4yrs",Maximum of Four years
"803,709",One,"$5,000",Not Applicable
"803,710",One,"NZ$500,000 see 'Additional Information'",Not Applicable
"803,714",Varies,Awarded at the discretion of the 14+Dance Scholarship Foundation Trusteeboard.,One Year
"803,715",Four,Upto $800 each,One Year.
"803,720",Unlimited,"Up to $2,400 in fees",Until end of 2014
"803,721",,,Up to 3 years
"803,722",,,1 year
"803,723",,,1 year
"803,724",Two,"$3,000",1 year
"803,725",,,Travel timing will ideally be late February 2015 but other travel dates if mutually suitable may be arranged with the successful applicant.
"803,726",,"Up to $5,000 for Instrumental or Singing Tuition, includes studies in Musical Institutions or Private Tuition.",1 year
"803,727",,,1 year
"803,728",1,"$1,000",1 year
"803,729",,,"3 years
Annual renewal of the scholarships is conditional upon the student attaining a B grade average."
"803,730",Twenty,See 'Additional Information',Three years
"803,731",Various,$1930.00,13 September 2014 to 20 September 2014.
"803,732",One,"NZ$16,000 refer 'Additional Information'",1 year
"803,733",varies,Determined by Trustees,1 Year
"803,734",One,"up to $3,000 per annum",1 year
"803,735",Six," $2,500",1 year
"803,736",10,"$3,500 each",1 year
"803,737",One,"$1,000",1 year
"803,738",Two,"$3,000",1 year
"803,739",,,
"803,740",One,$500.00,1 year
"803,741",One,"$1,500.00",1 year
"803,742",One per country.,"NZ$5,000 and will be applied directly to the recipient's tuition fees.",1 year
"803,743",,,3 years
"803,744",Varies,see 'Additional Information',1 year
"803,745",One,Annual Tuition fees up to the value of $6325.,4 years.
"803,747",," A monthly living allowance of Rs.30, 000 / - and One - off settlement allowance of Rs. 10,000/ -.",Refer to the Regulations.
"803,748",," 25% discount on their course tuition fees and  AUD$3,000 to cover travelexpenses for International students.",The scholarship is awarded for the duration of the full-time MBA studies.
"803,749",,"100% of University and college fees and a grant for living costs (at least £13,863).",Period of fee liability.
"803,753",,"100% of University and college fees and a grant for living costs (at least £13,863).",Period of fee liability.
"803,754",,"annual stipend - HK$240,000 (approximately US$30,000) ,  travel allowance-  HK$10,000 (approximately US$1,300)",3 years.
"803,755",,,"Subject to satisfactory examination results, will continue to be paid through to degree attainment."
"803,757",,"$3,000.",
"803,758",varies,50% of the tuition fees,"The Scholarship shall be tenable for one year only, regardless if the Master program entered is structured for more than 1 year, subject to the recipient meeting all the obligations of the program, and subject to satisfactory academic progress deemed to be a credit average (65%) each semester."
"803,759",,"Annual stipend of $25,392",Three years.
"803,760",,,"Rolling tenure, four to five years."
"803,761",,,
"803,762",,100% free tuition for Year One,One year.
"803,763",1," $55,000","1 year (in the first instance). This scholarship may be renewed for up to two more years, depending on satisfactory progress."
"803,764",1,"$55,000",One year.
"803,765",1,,One year.
"803,766",1,"$55,000",One year.
"803,767",Offered to four students (one from each of the four local Runaka ),Full fees paid for the duration of study.,Up to three years.
"803,768",,,1 Year
"803,769",,Coverage of tuition fees for up to 3trimesters,12 months.
"803,770",2,"$25,392 per annum",3 years
"803,771",9,"£10,000 of the tuition fee for eachyear",3 years
"803,772",9,"£10,000 of the tuition fee for eachyea",3 years
"803,773",18,Determined by Trustees,1 year
"803,774",,,
"803,775",,The committee will only consider subsidising course fees.,
"803,777",1,"Refer to ""Additional information"".",
"803,778",7,$5000 (Canadian dollars),
"803,779",,,1 year
"803,780",Two,$1500 each.,Tenable for one year
"803,781",,,The Scholarship is available for year one of the programme.
"803,782",,,One year
"803,783",,,The Scholarship is available for year one of the programme.
"803,784",,,One year
"803,785",Three,"$1,000",One year
"803,786",4,Covers one year of tuition fees,One year.
"803,787",5,$2500,
"803,788",One,Refer to Funder,1 year
"803,789",One,Refer to Funder,1 year
"803,790",Two,Refer to Funder,1 year
"803,791",Varies,Refer to Funder,One year
"803,792",Varies,Refer to Funder,One year
"803,793",,,for up to three years.
"803,794",,,1 year
"803,795",Varies,Determined by the Trustees,Not Applicable
"803,796",,,Optional paid-internship of 1-3 months at GoEuro Berlin Office depending on student's availability
"803,798",,,One year
"803,799",,,One year
"803,800",Varies,Determined by AACF Grants Committee,1 year
"803,801",,,1 year
"803,802",,,Refer to Funder
"803,803",,,1 year
"803,804",,,1 year
"803,805",,,Usually one year but up to 4 years.
"803,806",Varies,Determined by Funder,1 year
"803,807",One or more,"$5,000",1 year
"803,808",Up to four,"Up to a maximum of $2,500.00",1 year
"803,809",varies,,
"803,810",,,1 year
"803,811",,"up to $1,000 towards tuition fees",1 year
"803,812",Varies,"Up to $3,000 towards tuition fees.",1 year
"803,813",,,One Semester
"803,814",Up to four awards,$500,1 year
"803,815",Not specified,Dependent on the number of applicants,1 year
"803,816",Determined by Trustees,Determined by Trustees,1 year
"803,817",Five,refer 'Additional Information',1 year
"803,818",varies,refer ' Additional Information',1 year
"803,819",Several,"$5,000",Three years
"803,820",,,1 year
"803,821",,,1 year
"803,822",Varies,"Maximum of $2,500 per year",Up to 3 years
"803,823",up to 10,"$3,000 each (in special circumstances the Trust may increase the value ofa scholarship to $5,000",The term of each scholarship is a calendar year commencing 1 January and concluding at 31 December. Scholarship funding must be expended during the year in which the scholarship was granted.
"803,824",Varies,Refer to Funder,18 to 24 months.
"803,825",Refer to Funder,Refer to 'Additional Information',Refer to Funder
"803,826",One annually,Refer to Additional Information,Up to three years total.
"803,827",One,"$9,000",1 year
"803,828",Three,"Up to $5,000 each",1 year
"803,829",Determined by Trustees,Determined by Trustees,One Year
"803,830",Refer to Funder,Course Fees,Six days residential.
"803,831",Refer to Funder,Programme costs,Students spend a number of days at sea aboard the University of Otago research vessel RV Polaris II.
"803,832",20,Campus Expenses,Three nights and days on the University of Otago's Dunedin campus.
"803,837",Three,see 'Additional Information',One year
"803,838",One,see 'Additional Information',"Up to two years, in the first instance. However, extensions may be considered if funds permit."
"803,839",One,"Maximum value of $5,000",One year
"803,842",64. 2 per partner school.,iPad Air and extra student support,1 year
"803,843",24,"Up to 2,000",1 year
"803,844",20,"$1,000",1 year
"803,845",One,"$2,000",One year
"803,846",One,"$1,000",One year
"803,847",One,"$1,000.00",One Year
"803,848",,"Maximum of $150,000",One year
"803,849",One,"$100,000 per annum",Up to Three years
"803,850",30,refer to 'Additional Information',Three years
"803,851",One,"$5,000",Up to four years.
